order_id,account_id,timestamp,product_id,category,amount,device_id,address_id,order_status,refund_requested,refund_amount,refund_timestamp
ORD_ACC_N_1_8,ACC_N_1,2026-05-05T00:00:00,PROD_140,Sports,202.14,DEV_N_1,ADDR_N_1,COMPLETED,0,0.0,
ORD_ACC_N_1_9,ACC_N_1,2026-07-06T00:00:00,PROD_149,Electronics,348.61,DEV_N_1,ADDR_N_1,COMPLETED,0,0.0,
ORD_ACC_N_1_10,ACC_N_1,2026-07-04T00:00:00,PROD_125,Home,414.47,DEV_N_1,ADDR_N_1,COMPLETED,0,0.0,
ORD_ACC_N_1_11,ACC_N_1,2026-08-15T00:00:00,PROD_145,Home,121.27,DEV_N_1,ADDR_N_1,COMPLETED,0,0.0,
ORD_ACC_N_1_12,ACC_N_1,2026-07-08T00:00:00,PROD_141,Beauty,334.61,DEV_N_1,ADDR_N_1,COMPLETED,0,0.0,
ORD_ACC_N_2_0,ACC_N_2,2026-06-24T00:00:00,PROD_137,Beauty,146.12,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_1,ACC_N_2,2026-07-16T00:00:00,PROD_132,Beauty,125.27,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_2,ACC_N_2,2026-08-20T00:00:00,PROD_109,Clothing,382.78,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_3,ACC_N_2,2026-07-08T00:00:00,PROD_138,Beauty,306.28,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_4,ACC_N_2,2026-06-25T00:00:00,PROD_100,Electronics,140.68,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_5,ACC_N_2,2026-06-24T00:00:00,PROD_121,Electronics,380.42,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_6,ACC_N_2,2026-07-25T00:00:00,PROD_146,Home,228.69,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_7,ACC_N_2,2026-06-28T00:00:00,PROD_106,Home,385.74,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_2_8,ACC_N_2,2026-06-28T00:00:00,PROD_148,Clothing,312.31,DEV_N_2,ADDR_N_2,COMPLETED,0,0.0,
ORD_ACC_N_3_0,ACC_N_3,2026-08-31T00:00:00,PROD_107,Home,307.49,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_1,ACC_N_3,2026-03-27T00:00:00,PROD_136,Electronics,134.94,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_2,ACC_N_3,2026-07-19T00:00:00,PROD_148,Sports,371.32,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_3,ACC_N_3,2026-06-28T00:00:00,PROD_135,Clothing,81.63,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_4,ACC_N_3,2026-04-18T00:00:00,PROD_113,Sports,273.28,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_5,ACC_N_3,2026-05-21T00:00:00,PROD_142,Home,362.22,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_6,ACC_N_3,2026-01-19T00:00:00,PROD_115,Clothing,451.81,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_7,ACC_N_3,2026-07-30T00:00:00,PROD_114,Sports,182.28,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_8,ACC_N_3,2026-05-11T00:00:00,PROD_103,Clothing,23.45,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_9,ACC_N_3,2026-07-28T00:00:00,PROD_104,Sports,454.6,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_10,ACC_N_3,2026-05-02T00:00:00,PROD_134,Clothing,153.67,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_11,ACC_N_3,2026-01-01T00:00:00,PROD_126,Clothing,136.64,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_12,ACC_N_3,2026-07-14T00:00:00,PROD_127,Beauty,66.53,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_3_13,ACC_N_3,2026-01-04T00:00:00,PROD_141,Electronics,434.64,DEV_N_3,ADDR_N_3,REFUNDED,1,434.64,2026-01-05T00:00:00
ORD_ACC_N_3_14,ACC_N_3,2026-02-06T00:00:00,PROD_106,Clothing,369.54,DEV_N_3,ADDR_N_3,COMPLETED,0,0.0,
ORD_ACC_N_4_0,ACC_N_4,2026-08-08T00:00:00,PROD_104,Beauty,153.7,DEV_N_4,ADDR_N_4,REFUNDED,1,153.7,2026-08-13T00:00:00
ORD_ACC_N_4_1,ACC_N_4,2026-08-19T00:00:00,PROD_100,Electronics,44.28,DEV_N_4,ADDR_N_4,COMPLETED,0,0.0,
ORD_ACC_N_4_2,ACC_N_4,2026-05-27T00:00:00,PROD_131,Beauty,427.37,DEV_N_4,ADDR_N_4,REFUNDED,1,427.37,2026-05-29T00:00:00
ORD_ACC_N_4_3,ACC_N_4,2026-07-11T00:00:00,PROD_100,Beauty,453.17,DEV_N_4,ADDR_N_4,REFUNDED,1,453.17,2026-07-14T00:00:00
ORD_ACC_N_4_4,ACC_N_4,2026-07-04T00:00:00,PROD_146,Sports,156.92,DEV_N_4,ADDR_N_4,COMPLETED,0,0.0,
ORD_ACC_N_4_5,ACC_N_4,2026-06-08T00:00:00,PROD_118,Clothing,364.84,DEV_N_4,ADDR_N_4,REFUNDED,1,364.84,2026-06-09T00:00:00
ORD_ACC_N_4_6,ACC_N_4,2026-06-18T00:00:00,PROD_120,Electronics,373.15,DEV_N_4,ADDR_N_4,REFUNDED,1,373.15,2026-06-19T00:00:00
ORD_ACC_N_5_0,ACC_N_5,2026-06-12T00:00:00,PROD_111,Electronics,47.3,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_5_1,ACC_N_5,2026-07-28T00:00:00,PROD_107,Sports,344.1,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_5_2,ACC_N_5,2026-04-27T00:00:00,PROD_105,Beauty,297.88,DEV_N_5,ADDR_N_5,REFUNDED,1,297.88,2026-05-02T00:00:00
ORD_ACC_N_5_3,ACC_N_5,2025-11-15T00:00:00,PROD_113,Home,270.94,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_5_4,ACC_N_5,2026-05-01T00:00:00,PROD_141,Home,147.49,DEV_N_5,ADDR_N_5,REFUNDED,1,147.49,2026-05-05T00:00:00
ORD_ACC_N_5_5,ACC_N_5,2026-03-23T00:00:00,PROD_100,Beauty,465.93,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_5_6,ACC_N_5,2025-11-16T00:00:00,PROD_113,Sports,498.13,DEV_N_5,ADDR_N_5,REFUNDED,1,498.13,2025-11-19T00:00:00
ORD_ACC_N_5_7,ACC_N_5,2026-06-25T00:00:00,PROD_115,Home,467.96,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_5_8,ACC_N_5,2026-04-08T00:00:00,PROD_145,Home,95.72,DEV_N_5,ADDR_N_5,COMPLETED,0,0.0,
ORD_ACC_N_6_0,ACC_N_6,2026-08-27T00:00:00,PROD_142,Electronics,340.57,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_1,ACC_N_6,2026-06-24T00:00:00,PROD_147,Sports,146.94,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_2,ACC_N_6,2026-06-13T00:00:00,PROD_145,Home,150.73,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_3,ACC_N_6,2026-05-19T00:00:00,PROD_132,Beauty,350.0,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_4,ACC_N_6,2026-04-25T00:00:00,PROD_105,Beauty,454.56,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_5,ACC_N_6,2026-04-12T00:00:00,PROD_108,Home,41.16,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_6,ACC_N_6,2026-06-10T00:00:00,PROD_127,Sports,375.79,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_7,ACC_N_6,2026-08-27T00:00:00,PROD_144,Clothing,73.7,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_6_8,ACC_N_6,2025-11-25T00:00:00,PROD_135,Clothing,37.29,DEV_N_6,ADDR_N_6,COMPLETED,0,0.0,
ORD_ACC_N_7_0,ACC_N_7,2026-02-09T00:00:00,PROD_122,Clothing,486.65,DEV_N_7,ADDR_N_7,REFUNDED,1,486.65,2026-02-11T00:00:00
ORD_ACC_N_7_1,ACC_N_7,2026-03-14T00:00:00,PROD_126,Sports,69.34,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_2,ACC_N_7,2026-02-21T00:00:00,PROD_110,Clothing,94.19,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_3,ACC_N_7,2026-05-18T00:00:00,PROD_121,Beauty,31.9,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_4,ACC_N_7,2026-02-07T00:00:00,PROD_115,Home,341.56,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_5,ACC_N_7,2026-07-22T00:00:00,PROD_102,Beauty,397.94,DEV_N_7,ADDR_N_7,REFUNDED,1,397.94,2026-07-24T00:00:00
ORD_ACC_N_7_6,ACC_N_7,2026-07-11T00:00:00,PROD_119,Clothing,411.96,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_7,ACC_N_7,2026-07-05T00:00:00,PROD_121,Home,31.36,DEV_N_7,ADDR_N_7,REFUNDED,1,31.36,2026-07-06T00:00:00
ORD_ACC_N_7_8,ACC_N_7,2026-02-15T00:00:00,PROD_125,Sports,153.98,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_9,ACC_N_7,2026-06-08T00:00:00,PROD_116,Clothing,470.83,DEV_N_7,ADDR_N_7,REFUNDED,1,470.83,2026-06-13T00:00:00
ORD_ACC_N_7_10,ACC_N_7,2026-06-25T00:00:00,PROD_122,Home,38.36,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_11,ACC_N_7,2026-05-12T00:00:00,PROD_124,Sports,310.98,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_12,ACC_N_7,2026-07-14T00:00:00,PROD_100,Sports,142.27,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_13,ACC_N_7,2026-02-06T00:00:00,PROD_147,Clothing,278.46,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_7_14,ACC_N_7,2026-05-30T00:00:00,PROD_121,Sports,227.02,DEV_N_7,ADDR_N_7,COMPLETED,0,0.0,
ORD_ACC_N_8_0,ACC_N_8,2026-06-16T00:00:00,PROD_120,Beauty,263.42,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_1,ACC_N_8,2026-06-17T00:00:00,PROD_142,Beauty,286.12,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_2,ACC_N_8,2026-07-18T00:00:00,PROD_135,Electronics,315.45,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_3,ACC_N_8,2026-06-15T00:00:00,PROD_137,Sports,157.72,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_4,ACC_N_8,2026-06-10T00:00:00,PROD_113,Sports,243.19,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_5,ACC_N_8,2026-05-02T00:00:00,PROD_147,Clothing,400.99,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_6,ACC_N_8,2026-08-10T00:00:00,PROD_139,Home,156.22,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_7,ACC_N_8,2026-08-08T00:00:00,PROD_143,Home,412.84,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_8,ACC_N_8,2026-07-05T00:00:00,PROD_102,Clothing,407.15,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_9,ACC_N_8,2026-05-02T00:00:00,PROD_129,Beauty,313.41,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_10,ACC_N_8,2026-04-06T00:00:00,PROD_131,Beauty,113.33,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_11,ACC_N_8,2026-06-30T00:00:00,PROD_148,Electronics,90.83,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_12,ACC_N_8,2026-05-15T00:00:00,PROD_144,Sports,125.04,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_13,ACC_N_8,2026-05-05T00:00:00,PROD_107,Beauty,44.1,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_8_14,ACC_N_8,2026-07-28T00:00:00,PROD_135,Sports,404.68,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,
ORD_ACC_N_9_0,ACC_N_9,2026-04-24T00:00:00,PROD_128,Clothing,224.84,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_1,ACC_N_9,2026-05-02T00:00:00,PROD_140,Home,236.03,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_2,ACC_N_9,2026-04-20T00:00:00,PROD_128,Electronics,252.61,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_3,ACC_N_9,2026-06-19T00:00:00,PROD_134,Electronics,132.56,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_4,ACC_N_9,2026-07-27T00:00:00,PROD_109,Clothing,92.4,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_5,ACC_N_9,2026-08-15T00:00:00,PROD_129,Beauty,219.14,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_6,ACC_N_9,2026-08-16T00:00:00,PROD_149,Sports,119.28,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_7,ACC_N_9,2026-08-26T00:00:00,PROD_124,Beauty,431.23,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_8,ACC_N_9,2026-08-30T00:00:00,PROD_124,Beauty,472.52,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_9_9,ACC_N_9,2026-04-16T00:00:00,PROD_138,Clothing,378.81,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_10_0,ACC_N_10,2026-05-24T00:00:00,PROD_125,Clothing,181.34,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,
ORD_ACC_N_11_0,ACC_N_11,2026-08-25T00:00:00,PROD_142,Electronics,455.33,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_1,ACC_N_11,2026-08-10T00:00:00,PROD_129,Clothing,328.52,DEV_N_11,ADDR_N_11,REFUNDED,1,328.52,2026-08-11T00:00:00
ORD_ACC_N_11_2,ACC_N_11,2026-06-26T00:00:00,PROD_120,Home,201.97,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_3,ACC_N_11,2026-02-18T00:00:00,PROD_126,Home,442.23,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_4,ACC_N_11,2026-01-30T00:00:00,PROD_134,Electronics,59.31,DEV_N_11,ADDR_N_11,REFUNDED,1,59.31,2026-02-02T00:00:00
ORD_ACC_N_11_5,ACC_N_11,2026-07-05T00:00:00,PROD_141,Electronics,332.07,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_6,ACC_N_11,2026-02-19T00:00:00,PROD_101,Sports,34.89,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_7,ACC_N_11,2026-07-23T00:00:00,PROD_107,Sports,134.5,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_11_8,ACC_N_11,2026-07-07T00:00:00,PROD_123,Clothing,243.22,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,
ORD_ACC_N_12_0,ACC_N_12,2026-06-09T00:00:00,PROD_101,Home,483.07,DEV_N_12,ADDR_N_12,REFUNDED,1,483.07,2026-06-14T00:00:00
ORD_ACC_N_12_1,ACC_N_12,2026-02-20T00:00:00,PROD_104,Sports,210.39,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,
ORD_ACC_N_13_0,ACC_N_13,2026-03-30T00:00:00,PROD_107,Sports,428.14,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_1,ACC_N_13,2026-08-10T00:00:00,PROD_123,Electronics,186.66,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_2,ACC_N_13,2025-12-15T00:00:00,PROD_126,Beauty,330.82,DEV_N_13,ADDR_N_13,REFUNDED,1,330.82,2025-12-16T00:00:00
ORD_ACC_N_13_3,ACC_N_13,2026-01-22T00:00:00,PROD_129,Clothing,481.18,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_4,ACC_N_13,2026-01-21T00:00:00,PROD_141,Home,104.55,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_5,ACC_N_13,2025-10-20T00:00:00,PROD_130,Beauty,407.94,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_6,ACC_N_13,2026-01-20T00:00:00,PROD_120,Clothing,416.35,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_7,ACC_N_13,2026-07-18T00:00:00,PROD_148,Beauty,153.89,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_8,ACC_N_13,2025-11-13T00:00:00,PROD_101,Beauty,312.96,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_9,ACC_N_13,2026-03-18T00:00:00,PROD_116,Home,107.28,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_10,ACC_N_13,2026-04-10T00:00:00,PROD_117,Sports,442.55,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_13_11,ACC_N_13,2026-08-26T00:00:00,PROD_115,Beauty,267.98,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,
ORD_ACC_N_14_0,ACC_N_14,2026-03-19T00:00:00,PROD_101,Electronics,361.68,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_1,ACC_N_14,2026-06-17T00:00:00,PROD_119,Sports,126.37,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_2,ACC_N_14,2026-05-29T00:00:00,PROD_127,Sports,247.17,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_3,ACC_N_14,2026-06-08T00:00:00,PROD_119,Home,188.87,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_4,ACC_N_14,2026-07-03T00:00:00,PROD_107,Sports,77.91,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_5,ACC_N_14,2025-12-31T00:00:00,PROD_113,Beauty,385.85,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_6,ACC_N_14,2026-06-22T00:00:00,PROD_133,Sports,367.8,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_14_7,ACC_N_14,2026-06-20T00:00:00,PROD_118,Clothing,490.65,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,
ORD_ACC_N_15_0,ACC_N_15,2026-07-30T00:00:00,PROD_135,Home,151.67,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_1,ACC_N_15,2026-03-06T00:00:00,PROD_148,Beauty,473.16,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_2,ACC_N_15,2026-08-05T00:00:00,PROD_130,Beauty,438.91,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_3,ACC_N_15,2026-05-11T00:00:00,PROD_116,Beauty,183.54,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_4,ACC_N_15,2026-08-02T00:00:00,PROD_104,Sports,414.62,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_5,ACC_N_15,2026-03-23T00:00:00,PROD_136,Home,349.5,DEV_N_15,ADDR_N_15,REFUNDED,1,349.5,2026-03-24T00:00:00
ORD_ACC_N_15_6,ACC_N_15,2026-06-29T00:00:00,PROD_138,Sports,76.86,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_7,ACC_N_15,2026-03-26T00:00:00,PROD_128,Beauty,128.33,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_15_8,ACC_N_15,2026-06-16T00:00:00,PROD_119,Sports,432.88,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,
ORD_ACC_N_16_0,ACC_N_16,2026-05-17T00:00:00,PROD_105,Clothing,320.25,DEV_N_16,ADDR_N_16,REFUNDED,1,320.25,2026-05-19T00:00:00
ORD_ACC_N_16_1,ACC_N_16,2026-06-04T00:00:00,PROD_126,Beauty,284.96,DEV_N_16,ADDR_N_16,REFUNDED,1,284.96,2026-06-09T00:00:00
ORD_ACC_N_17_0,ACC_N_17,2026-06-20T00:00:00,PROD_143,Clothing,357.43,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_1,ACC_N_17,2026-01-07T00:00:00,PROD_137,Clothing,146.99,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_2,ACC_N_17,2026-05-15T00:00:00,PROD_109,Home,75.09,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_3,ACC_N_17,2026-02-01T00:00:00,PROD_119,Sports,88.27,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_4,ACC_N_17,2026-02-21T00:00:00,PROD_128,Electronics,415.64,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_5,ACC_N_17,2026-05-04T00:00:00,PROD_117,Sports,350.57,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_6,ACC_N_17,2026-04-15T00:00:00,PROD_102,Beauty,257.02,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_7,ACC_N_17,2026-02-24T00:00:00,PROD_105,Clothing,174.71,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_8,ACC_N_17,2026-03-12T00:00:00,PROD_101,Home,421.26,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_9,ACC_N_17,2026-04-06T00:00:00,PROD_130,Sports,39.31,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_10,ACC_N_17,2026-03-18T00:00:00,PROD_137,Beauty,232.27,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_17_11,ACC_N_17,2026-03-22T00:00:00,PROD_130,Home,410.84,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,
ORD_ACC_N_18_0,ACC_N_18,2026-07-21T00:00:00,PROD_118,Beauty,178.31,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_1,ACC_N_18,2026-02-04T00:00:00,PROD_105,Home,385.04,DEV_N_18,ADDR_N_18,REFUNDED,1,385.04,2026-02-07T00:00:00
ORD_ACC_N_18_2,ACC_N_18,2026-06-10T00:00:00,PROD_132,Electronics,75.64,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_3,ACC_N_18,2026-03-16T00:00:00,PROD_103,Clothing,437.3,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_4,ACC_N_18,2026-04-21T00:00:00,PROD_140,Beauty,193.65,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_5,ACC_N_18,2026-02-18T00:00:00,PROD_108,Home,44.77,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_6,ACC_N_18,2026-05-11T00:00:00,PROD_101,Sports,442.81,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
ORD_ACC_N_18_7,ACC_N_18,2026-02-08T00:00:00,PROD_135,Electronics,134.86,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,
