order_id,account_id,timestamp,product_id,amount,device_id,address_id,order_status,refund_requested,risk_score,risk_level
ORD_ACC_N_8_5,ACC_N_8,2026-06-02T00:00:00,PROD_141,165.21,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_8_6,ACC_N_8,2026-08-30T00:00:00,PROD_142,340.57,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_8_7,ACC_N_8,2026-05-11T00:00:00,PROD_106,84.46,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_8_8,ACC_N_8,2026-08-12T00:00:00,PROD_145,150.73,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_8_9,ACC_N_8,2026-08-05T00:00:00,PROD_132,350.0,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_8_10,ACC_N_8,2026-07-30T00:00:00,PROD_105,454.56,DEV_N_8,ADDR_N_8,COMPLETED,0,0.0,LOW
ORD_ACC_N_9_0,ACC_N_9,2026-08-31T00:00:00,PROD_116,180.11,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_0,ACC_N_10,2026-03-04T00:00:00,PROD_104,225.29,DEV_N_9,ADDR_N_9,REFUNDED,1,0.0,LOW
ORD_ACC_N_10_1,ACC_N_10,2026-08-22T00:00:00,PROD_109,420.61,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_2,ACC_N_10,2026-07-30T00:00:00,PROD_102,40.08,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_3,ACC_N_10,2026-07-09T00:00:00,PROD_122,347.39,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_4,ACC_N_10,2026-01-17T00:00:00,PROD_147,439.86,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_5,ACC_N_10,2026-07-02T00:00:00,PROD_111,435.01,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_6,ACC_N_10,2026-08-25T00:00:00,PROD_126,106.09,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_7,ACC_N_10,2026-06-24T00:00:00,PROD_124,96.41,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_10_8,ACC_N_10,2026-01-24T00:00:00,PROD_129,245.93,DEV_N_9,ADDR_N_9,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_0,ACC_N_11,2026-07-04T00:00:00,PROD_125,127.0,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_1,ACC_N_11,2026-06-21T00:00:00,PROD_117,434.89,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_2,ACC_N_11,2026-03-20T00:00:00,PROD_134,264.51,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_3,ACC_N_11,2026-08-24T00:00:00,PROD_111,75.36,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_4,ACC_N_11,2026-06-25T00:00:00,PROD_122,38.36,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_5,ACC_N_11,2026-05-12T00:00:00,PROD_124,310.98,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_6,ACC_N_11,2026-07-14T00:00:00,PROD_100,142.27,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_7,ACC_N_11,2026-04-16T00:00:00,PROD_147,349.69,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_8,ACC_N_11,2026-05-30T00:00:00,PROD_121,227.02,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_9,ACC_N_11,2026-06-12T00:00:00,PROD_119,338.43,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_10,ACC_N_11,2026-06-13T00:00:00,PROD_144,340.11,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_11,ACC_N_11,2026-04-12T00:00:00,PROD_124,81.1,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_12,ACC_N_11,2026-03-27T00:00:00,PROD_100,293.17,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_11_13,ACC_N_11,2026-06-19T00:00:00,PROD_138,120.89,DEV_N_11,ADDR_N_11,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_0,ACC_N_12,2026-05-10T00:00:00,PROD_147,344.3,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_1,ACC_N_12,2026-03-16T00:00:00,PROD_140,60.7,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_2,ACC_N_12,2026-06-07T00:00:00,PROD_115,64.83,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_3,ACC_N_12,2026-07-05T00:00:00,PROD_102,407.15,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_4,ACC_N_12,2026-05-02T00:00:00,PROD_129,313.41,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_5,ACC_N_12,2026-01-17T00:00:00,PROD_144,322.29,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_6,ACC_N_12,2026-04-27T00:00:00,PROD_144,211.83,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_12_7,ACC_N_12,2026-01-15T00:00:00,PROD_106,380.46,DEV_N_12,ADDR_N_12,COMPLETED,0,0.0,LOW
ORD_ACC_N_13_0,ACC_N_13,2026-05-21T00:00:00,PROD_103,479.82,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,LOW
ORD_ACC_N_13_1,ACC_N_13,2026-07-31T00:00:00,PROD_108,460.39,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,LOW
ORD_ACC_N_13_2,ACC_N_13,2026-06-07T00:00:00,PROD_120,274.94,DEV_N_13,ADDR_N_13,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_0,ACC_N_14,2025-12-16T00:00:00,PROD_128,224.84,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_1,ACC_N_14,2025-12-31T00:00:00,PROD_140,236.03,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_2,ACC_N_14,2025-12-08T00:00:00,PROD_128,252.61,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_3,ACC_N_14,2026-04-07T00:00:00,PROD_134,132.56,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_4,ACC_N_14,2026-06-22T00:00:00,PROD_109,92.4,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_5,ACC_N_14,2026-07-30T00:00:00,PROD_129,219.14,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_6,ACC_N_14,2026-07-31T00:00:00,PROD_149,119.28,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_7,ACC_N_14,2026-08-21T00:00:00,PROD_124,431.23,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_8,ACC_N_14,2026-08-28T00:00:00,PROD_124,472.52,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_9,ACC_N_14,2025-11-29T00:00:00,PROD_138,378.81,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_10,ACC_N_14,2025-12-25T00:00:00,PROD_101,125.32,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_11,ACC_N_14,2026-03-12T00:00:00,PROD_146,341.06,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_12,ACC_N_14,2026-01-04T00:00:00,PROD_134,461.38,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_14_13,ACC_N_14,2026-02-11T00:00:00,PROD_105,304.11,DEV_N_14,ADDR_N_14,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_0,ACC_N_15,2026-07-03T00:00:00,PROD_120,107.23,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_1,ACC_N_15,2026-07-04T00:00:00,PROD_124,176.89,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_2,ACC_N_15,2026-07-09T00:00:00,PROD_101,141.09,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_3,ACC_N_15,2026-08-25T00:00:00,PROD_141,499.96,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_4,ACC_N_15,2026-08-26T00:00:00,PROD_112,382.03,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_5,ACC_N_15,2026-08-12T00:00:00,PROD_107,134.5,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_6,ACC_N_15,2026-08-04T00:00:00,PROD_123,243.22,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_7,ACC_N_15,2026-06-15T00:00:00,PROD_107,311.48,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_8,ACC_N_15,2026-07-23T00:00:00,PROD_119,71.89,DEV_N_15,ADDR_N_15,REFUNDED,1,0.0,LOW
ORD_ACC_N_15_9,ACC_N_15,2026-07-12T00:00:00,PROD_137,471.91,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_10,ACC_N_15,2026-08-18T00:00:00,PROD_143,354.65,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_11,ACC_N_15,2026-08-16T00:00:00,PROD_102,402.19,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_12,ACC_N_15,2026-06-24T00:00:00,PROD_132,225.62,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_15_13,ACC_N_15,2026-08-30T00:00:00,PROD_106,427.8,DEV_N_15,ADDR_N_15,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_0,ACC_N_16,2026-05-06T00:00:00,PROD_146,359.51,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_1,ACC_N_16,2026-03-18T00:00:00,PROD_134,149.64,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_2,ACC_N_16,2026-05-04T00:00:00,PROD_117,229.08,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_3,ACC_N_16,2026-06-30T00:00:00,PROD_128,418.75,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_4,ACC_N_16,2026-02-20T00:00:00,PROD_124,243.06,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_5,ACC_N_16,2026-08-24T00:00:00,PROD_131,257.27,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_6,ACC_N_16,2026-06-02T00:00:00,PROD_138,402.96,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_7,ACC_N_16,2026-04-11T00:00:00,PROD_105,24.87,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_8,ACC_N_16,2026-02-28T00:00:00,PROD_115,215.09,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_9,ACC_N_16,2026-03-19T00:00:00,PROD_101,361.68,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_16_10,ACC_N_16,2026-06-17T00:00:00,PROD_119,126.37,DEV_N_16,ADDR_N_16,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_0,ACC_N_17,2026-04-12T00:00:00,PROD_147,274.84,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_1,ACC_N_17,2026-06-08T00:00:00,PROD_119,188.87,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_2,ACC_N_17,2026-07-03T00:00:00,PROD_107,77.91,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_3,ACC_N_17,2026-02-17T00:00:00,PROD_147,351.28,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_4,ACC_N_17,2026-06-22T00:00:00,PROD_133,367.8,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_5,ACC_N_17,2026-06-20T00:00:00,PROD_118,490.65,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_17_6,ACC_N_17,2026-05-31T00:00:00,PROD_134,106.13,DEV_N_17,ADDR_N_17,REFUNDED,1,0.0,LOW
ORD_ACC_N_17_7,ACC_N_17,2026-08-20T00:00:00,PROD_144,487.66,DEV_N_17,ADDR_N_17,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_0,ACC_N_18,2025-12-23T00:00:00,PROD_118,69.24,DEV_N_18,ADDR_N_18,REFUNDED,1,0.0,LOW
ORD_ACC_N_18_1,ACC_N_18,2026-01-18T00:00:00,PROD_116,183.54,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_2,ACC_N_18,2026-07-04T00:00:00,PROD_104,414.62,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_3,ACC_N_18,2025-10-13T00:00:00,PROD_136,349.5,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_4,ACC_N_18,2026-07-19T00:00:00,PROD_148,497.08,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_5,ACC_N_18,2025-10-25T00:00:00,PROD_149,306.14,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_6,ACC_N_18,2026-02-18T00:00:00,PROD_137,236.25,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_7,ACC_N_18,2026-03-28T00:00:00,PROD_147,292.94,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_8,ACC_N_18,2026-05-17T00:00:00,PROD_105,320.25,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_9,ACC_N_18,2026-05-01T00:00:00,PROD_100,103.43,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_10,ACC_N_18,2026-01-13T00:00:00,PROD_102,350.9,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_11,ACC_N_18,2026-04-06T00:00:00,PROD_129,359.34,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_12,ACC_N_18,2026-05-04T00:00:00,PROD_140,463.48,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_18_13,ACC_N_18,2026-05-22T00:00:00,PROD_141,224.07,DEV_N_18,ADDR_N_18,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_0,ACC_N_19,2026-07-26T00:00:00,PROD_119,54.28,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_1,ACC_N_19,2026-04-08T00:00:00,PROD_129,462.17,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_2,ACC_N_19,2026-05-20T00:00:00,PROD_131,472.48,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_3,ACC_N_19,2026-08-11T00:00:00,PROD_147,307.06,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_4,ACC_N_19,2026-06-28T00:00:00,PROD_143,32.42,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_5,ACC_N_19,2026-08-26T00:00:00,PROD_117,499.79,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_6,ACC_N_19,2026-08-21T00:00:00,PROD_133,386.29,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_7,ACC_N_19,2026-06-21T00:00:00,PROD_140,107.11,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_8,ACC_N_19,2026-08-08T00:00:00,PROD_120,245.6,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_9,ACC_N_19,2026-07-21T00:00:00,PROD_118,178.31,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_10,ACC_N_19,2026-04-13T00:00:00,PROD_116,37.61,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_11,ACC_N_19,2026-08-02T00:00:00,PROD_132,485.69,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_12,ACC_N_19,2026-04-15T00:00:00,PROD_133,241.75,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_19_13,ACC_N_19,2026-04-26T00:00:00,PROD_113,320.2,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_20_0,ACC_N_20,2026-04-06T00:00:00,PROD_107,230.3,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
ORD_ACC_N_20_1,ACC_N_20,2026-05-01T00:00:00,PROD_100,360.7,DEV_N_19,ADDR_N_19,COMPLETED,0,0.0,LOW
